christians,lgbt,feminists,poor,welfare,conservs,liberals,unions,business,blacks
0,97,70,75,50,0,85,75,30,50
15,50,60,70,60,30,60,60,30,65
50,50,15,70,40,50,50,50,30,50
97,0,0,0,0,97,0,0,97,0
50,40,15,50,25,25,40,10,60,50
90,50,70,50,20,50,15,10,50,50
30,60,60,60,60,40,50,40,40,70
15,60,60,70,50,15,70,70,50,60
97,0,0,50,50,70,0,0,50,50
85,50,30,70,60,85,0,15,70,50
40,85,50,50,30,50,60,50,70,97
15,70,60,60,50,15,70,60,15,50
50,50,60,85,30,50,60,70,15,97
5,0,50,95,60,50,65,75,50,50
99,99,99,99,99,99,99,99,99,99
99,99,99,99,99,99,99,99,99,99
50,50,50,85,50,60,50,50,50,85
70,50,60,85,50,70,60,50,60,85
70,50,60,70,60,50,70,60,50,50
50,97,30,97,50,50,50,30,97,65
60,40,50,90,65,80,20,40,55,75
0,70,65,70,60,0,70,70,15,50
50,50,97,50,50,30,97,85,85,50
50,75,55,85,50,55,5,5,60,55
97,50,60,50,50,85,85,60,97,60
65,60,75,70,70,30,95,85,85,97
50,10,50,60,50,50,50,50,40,50
85,50,15,85,85,97,15,15,30,85
60,50,60,70,60,70,40,60,60,70
30,70,30,70,40,40,15,15,50,50
50,60,70,70,60,40,60,50,50,60
50,50,50,50,40,50,50,50,50,50
60,50,50,97,10,70,50,97,70,50
70,97,85,97,15,50,30,50,15,97
40,60,50,70,40,85,40,40,50,60
30,70,55,52,51,40,60,55,40,52
50,20,50,60,0,50,50,75,50,97
70,40,30,70,60,85,30,50,40,60
0,85,85,85,50,15,70,50,30,85
50,50,70,70,60,50,70,85,40,70
99,99,99,70,50,99,99,80,50,50
60,70,70,85,70,60,70,85,60,70
60,85,85,70,60,70,60,85,70,85
40,55,49,60,49,65,51,48,60,65
40,40,85,85,70,60,40,70,40,85
40,50,60,80,50,40,70,85,40,97
50,35,70,55,40,60,50,10,55,70
30,85,85,85,70,15,85,85,30,97
40,70,40,97,70,0,97,97,15,97
99,99,99,99,99,99,99,99,99,99
0,50,50,50,25,0,0,20,40,70
60,50,50,70,50,97,30,30,60,70
60,70,60,70,60,60,70,60,15,97
0,65,50,50,48,0,75,85,0,85
70,0,60,80,20,80,60,20,60,90
50,50,50,50,50,50,50,35,10,71
50,50,50,50,50,50,50,50,50,50
30,80,60,65,70,15,75,55,30,70
70,40,60,50,40,70,0,15,60,50
0,85,85,85,50,15,85,97,35,70
30,50,50,50,50,40,50,50,15,50
50,50,70,97,30,30,70,60,30,40
70,50,0,50,0,85,0,0,50,50
50,50,40,40,0,50,50,30,40,50
85,15,30,50,40,70,15,50,30,50
50,50,50,97,30,85,50,70,85,97
50,30,50,50,70,50,50,50,50,50
0,15,85,97,70,0,15,0,30,80
80,50,50,50,50,50,85,50,70,75
40,75,80,75,75,30,75,75,40,97
85,50,0,70,40,50,0,0,40,30
15,85,85,85,80,10,85,60,51,75
97,50,50,70,40,97,0,0,50,50
50,30,15,30,15,60,40,30,50,40
0,50,50,97,50,80,0,70,70,50
0,0,0,50,0,40,15,0,0,50
60,50,30,70,60,70,70,97,70,70
50,50,50,90,60,50,65,50,45,85
99,99,99,99,99,99,99,99,99,99
50,50,50,97,97,0,50,15,0,0
50,40,70,50,0,60,60,85,97,50
97,50,0,97,50,97,0,0,97,15
60,0,50,60,50,85,15,60,60,50
99,99,99,99,99,99,99,99,99,99
50,50,50,97,40,50,50,60,60,85
70,40,60,65,20,50,50,40,5,60
50,50,85,97,97,85,85,50,85,90
50,15,40,50,50,60,40,0,0,50
0,75,75,75,75,5,97,75,50,75
85,50,60,60,60,97,50,60,70,50
90,50,70,50,0,80,0,25,50,75
35,5,50,65,50,30,60,0,10,75
15,50,85,70,60,40,70,60,70,70
30,50,50,97,70,50,55,50,10,50
10,50,30,80,55,0,85,97,20,60
50,40,50,85,50,40,50,50,60,60
0,15,0,15,15,50,50,60,50,70
85,0,50,97,0,97,40,0,70,85
70,15,40,40,40,40,60,60,70,15
50,0,70,97,60,40,60,70,40,97
0,15,0,80,70,85,0,0,70,60
99,70,50,85,15,50,50,15,40,85
85,70,60,70,60,60,40,40,70,85
70,0,40,30,15,40,70,30,70,40
40,50,50,85,45,40,55,30,40,65
2,85,90,50,40,10,85,97,30,90
99,99,99,99,99,99,99,99,99,99
15,50,0,50,0,50,50,0,50,30
99,99,99,99,99,99,99,99,99,99
15,50,0,70,30,85,0,85,60,70
15,15,15,85,50,40,15,40,0,15
0,75,75,90,50,20,90,60,40,95
70,40,40,60,40,50,50,30,30,60
50,30,30,60,40,85,0,15,70,70
45,40,50,50,40,45,45,40,50,75
15,70,70,60,60,40,60,40,40,70
50,15,30,60,30,60,15,15,50,50
70,85,85,97,85,60,70,70,85,85
50,50,50,50,50,50,50,40,50,97
0,70,50,70,50,40,70,70,30,50
99,0,50,60,99,85,50,30,50,60
45,70,60,75,55,35,55,40,35,50
0,70,60,70,50,0,60,85,40,60
70,40,85,70,60,70,50,30,40,70
0,97,97,60,60,15,97,70,40,97
60,50,60,70,60,60,70,70,60,70
99,99,99,99,99,99,99,99,99,99
99,99,99,99,99,99,99,99,99,99
0,80,80,80,80,20,85,70,0,70
0,50,60,50,40,0,60,85,15,50
15,70,70,60,50,40,75,70,40,75
65,40,40,50,50,80,0,40,60,70
0,70,15,70,50,15,60,70,0,70
50,70,70,97,70,70,60,85,60,85
50,40,50,50,50,50,40,40,30,50
70,70,80,90,70,50,50,90,50,90
0,85,85,70,70,60,70,40,70,80
97,50,70,85,15,97,15,50,70,50
30,60,70,97,85,15,85,85,30,70
50,50,59,60,50,50,50,50,50,50
15,50,50,50,40,50,50,50,50,50
50,50,50,70,70,50,50,50,50,50
50,50,40,55,40,75,0,15,30,50
40,50,50,70,50,30,50,40,40,85
30,95,50,85,50,45,60,45,60,80
50,50,50,55,50,60,60,60,15,50
97,0,50,50,50,50,50,50,50,97
99,99,99,99,99,99,99,99,99,99
30,70,50,50,30,85,15,40,30,85
40,60,60,60,50,50,50,60,15,50
50,60,40,60,50,50,50,30,50,55
40,30,40,50,40,50,50,40,50,50
0,70,97,70,40,60,60,97,15,70
30,10,15,60,10,80,10,10,60,85
15,50,15,97,50,85,0,0,85,90
30,50,40,60,60,60,30,40,60,50
0,80,85,80,80,30,90,50,30,50
50,50,45,60,50,70,30,40,45,70
60,60,50,60,60,50,50,60,60,60
0,50,70,50,60,70,30,0,85,55
50,50,70,70,60,40,50,50,75,97
50,40,15,50,40,70,15,10,50,50
50,0,50,50,50,97,1,97,50,0
10,50,40,50,15,45,10,35,55,60
99,99,99,99,99,99,99,99,99,99
85,97,85,85,97,70,97,97,70,97
97,15,50,70,50,50,50,50,50,50
70,40,30,70,50,60,40,15,60,70
30,50,50,75,60,40,60,50,40,75
70,40,40,60,60,70,15,15,70,50
85,15,85,85,40,70,50,0,60,60
85,50,70,85,60,50,50,50,50,85
85,85,85,70,40,40,60,97,50,85
50,85,70,60,60,40,70,70,70,85
99,80,15,90,40,50,20,90,0,85
0,60,80,70,75,50,70,60,0,70
50,50,70,85,60,50,85,60,40,85
10,97,90,50,35,25,75,75,35,95
15,0,55,85,15,80,10,50,60,75
50,50,45,60,50,50,50,50,40,70
99,99,99,99,99,99,99,99,99,99
60,50,15,97,40,97,0,15,97,50
20,50,50,50,40,15,40,60,15,55
60,50,50,70,65,55,60,55,50,90
30,70,60,70,50,40,60,30,40,85
50,90,75,97,75,50,50,75,0,97
70,60,60,90,50,50,50,60,50,50
60,50,50,70,60,70,50,70,40,85
97,0,0,97,0,70,50,97,50,50
30,40,97,60,15,70,15,30,85,97
50,50,50,85,50,50,50,50,50,97
50,0,50,97,60,0,50,15,0,97
70,0,60,40,30,40,50,40,40,85
70,15,50,70,60,30,70,50,50,85
50,75,80,65,60,20,85,80,20,50
15,50,60,60,50,40,60,60,60,40
30,40,15,40,30,70,15,15,50,50
30,85,60,97,60,40,40,50,30,70
80,50,30,50,10,80,10,30,60,40
70,50,40,70,60,70,50,40,50,60
97,0,0,97,80,50,50,50,70,80
0,50,50,80,70,30,70,60,30,85
50,0,0,70,15,97,0,0,50,97
50,97,50,85,70,85,60,85,85,95
50,30,60,85,50,60,15,60,60,40
50,50,50,75,50,0,80,80,0,97
40,60,0,60,30,30,0,0,40,30
99,99,99,99,99,99,99,99,99,99
40,60,60,90,60,70,60,80,97,85
0,60,97,60,50,0,0,89,20,40
70,50,40,70,60,15,30,60,50,15
85,60,0,97,70,85,0,30,60,85
55,40,60,40,50,70,35,30,45,70
50,97,70,97,50,60,75,55,60,97
50,50,50,50,50,70,40,85,80,60
85,40,30,60,50,95,0,15,75,40
50,50,50,60,60,85,30,15,60,85
40,97,97,97,70,70,30,97,40,85
97,60,85,85,60,97,15,50,50,15
20,52,52,75,50,35,60,52,70,85
40,50,50,40,40,60,60,50,40,60
50,85,65,50,40,80,75,50,60,70
40,40,30,30,60,50,60,70,15,50
30,50,50,60,40,60,50,55,50,75
50,20,60,50,40,50,60,40,20,70
65,85,45,53,49,46,60,97,55,40
50,97,80,95,80,0,90,65,15,97
70,50,50,70,40,50,50,40,60,60
50,50,15,30,30,30,40,15,15,85
0,85,70,60,10,0,15,50,10,15
30,50,60,40,97,20,10,97,30,70
60,50,85,97,97,50,97,85,40,97
0,75,60,50,50,30,60,50,50,50
99,40,50,60,40,50,40,40,0,40
50,0,0,90,50,15,50,30,0,0
40,30,50,60,0,50,50,30,40,40
99,70,55,97,97,97,55,99,60,50
99,99,99,99,99,99,99,99,99,99
15,55,55,55,45,55,55,45,50,70
99,85,50,85,85,50,50,50,85,85
15,85,40,60,60,30,60,40,0,60
97,0,50,97,40,0,30,0,0,97
30,97,70,97,80,5,90,65,10,40
50,50,60,50,50,50,0,15,40,50
0,50,30,60,55,30,40,60,0,97
60,15,60,70,60,60,70,60,50,85
70,50,70,75,60,80,66,80,80,70
50,50,50,70,70,50,50,50,50,70
75,25,79,97,89,79,45,69,69,75
0,97,15,97,70,40,40,40,40,50
10,5,0,10,5,60,0,0,40,5
50,0,30,50,15,70,0,70,85,40
30,70,85,85,70,15,85,85,50,85
85,0,50,97,70,97,50,70,97,97
99,99,99,99,99,99,99,99,99,99
75,90,75,75,75,82,75,65,90,85
50,50,50,60,50,40,50,50,40,50
85,50,10,75,45,50,45,10,45,65
15,70,75,50,65,20,80,15,0,85
0,40,40,60,60,40,85,60,0,70
15,85,60,70,70,50,50,70,15,85
30,70,60,70,70,15,65,50,60,85
70,50,50,60,50,60,40,30,60,65
50,15,50,70,15,50,30,70,50,97
70,50,70,60,40,70,60,60,60,50
50,50,50,50,50,50,15,30,60,70
60,0,30,60,40,60,5,15,40,60
50,15,0,80,70,40,0,80,0,15
60,40,39,70,50,70,30,0,40,60
0,0,0,0,0,0,0,0,0,60
50,97,50,97,85,50,50,60,50,97
97,0,40,70,60,70,40,50,50,85
50,30,30,60,60,60,40,60,30,50
85,30,0,97,97,97,0,15,85,97
50,97,97,50,0,0,50,0,50,50
50,50,60,50,50,50,50,40,40,50
15,70,40,60,50,40,60,30,15,80
15,70,50,97,70,30,70,40,15,85
50,60,40,50,50,50,50,50,50,75
97,0,40,50,40,30,0,60,40,97
4,88,50,76,67,6,45,78,1,75
50,60,70,97,97,0,70,85,70,97
50,50,50,50,50,50,50,50,50,50
40,0,0,50,0,15,15,0,15,50
99,99,99,99,99,99,99,99,99,99
99,99,99,99,99,99,99,99,99,99
70,50,0,70,60,70,0,50,70,50
60,70,70,85,70,60,70,85,70,85
30,50,60,60,15,60,0,85,15,30
15,97,70,70,85,30,85,70,50,97
10,40,20,70,10,70,15,5,40,30
99,99,99,99,99,99,99,99,99,99
60,50,30,70,40,85,15,0,70,70
30,60,90,80,65,55,30,70,65,80
50,60,50,0,0,50,50,50,30,85
20,10,50,50,10,50,10,50,10,85
40,90,80,45,40,30,70,40,55,75
50,50,0,90,50,90,0,0,90,50
70,50,65,85,70,15,90,75,30,95
97,0,99,97,97,97,0,15,97,97
99,99,99,99,99,99,99,99,99,99
50,50,50,50,50,70,0,50,85,50
50,40,70,97,85,40,85,75,40,97
50,50,50,50,50,50,50,50,50,95
97,70,80,97,70,60,50,70,60,85
40,50,70,85,60,40,70,85,15,85
50,0,50,50,50,10,50,50,20,70
80,50,50,97,50,40,60,97,60,95
15,60,70,85,70,0,97,97,15,50
50,40,50,85,60,85,50,50,15,85
50,15,50,70,50,60,50,70,60,50
85,50,70,70,15,50,50,70,97,85
40,50,0,50,40,15,0,0,50,85
99,99,99,99,99,99,99,99,99,99
97,97,97,97,97,50,97,50,50,97
15,60,50,60,50,15,60,60,30,85
85,15,30,60,15,85,15,0,50,85
50,50,40,60,50,29,40,32,60,95
70,0,85,70,70,70,70,70,70,70
60,97,50,60,50,40,70,50,60,50
50,50,30,60,60,50,50,85,60,70
30,50,15,50,40,60,15,0,50,40
97,60,70,97,70,70,70,97,97,85
99,99,99,99,99,99,99,99,99,99
50,15,50,50,40,30,70,30,60,50
50,85,50,85,45,50,50,85,38,50
70,50,40,30,60,30,30,40,40,50
99,99,99,99,99,99,99,99,99,99
40,60,40,40,40,60,30,40,0,85
60,50,50,60,15,60,30,30,50,85
30,50,15,85,0,60,60,15,15,0
60,30,50,60,40,50,50,40,40,50
0,97,50,50,50,0,80,60,5,50
40,50,50,50,0,60,0,0,30,40
50,50,70,50,50,50,80,50,50,90
97,50,85,85,70,97,15,15,50,40
40,85,60,60,50,50,60,50,40,85
50,50,60,60,30,40,15,50,40,50
50,50,50,50,50,50,50,50,50,40
3,25,0,10,1,88,0,0,64,10
75,50,30,75,30,75,40,10,75,50
15,50,15,50,30,50,50,70,15,50
70,15,30,50,30,85,40,15,50,50
15,50,0,60,15,97,0,0,70,50
0,97,0,50,0,0,0,0,75,5
50,50,50,70,0,20,20,30,30,50
25,0,30,15,20,95,0,5,80,25
15,0,30,50,30,70,0,0,70,50
0,45,50,97,65,51,60,60,50,97
60,60,60,85,70,40,60,60,40,60
50,50,50,70,50,50,50,50,50,50
99,97,50,85,97,50,50,50,40,85
0,97,35,97,80,20,55,60,0,40
97,30,97,97,97,85,97,70,97,90
85,40,0,85,60,0,15,15,40,50
60,50,60,60,50,70,70,70,70,50
40,85,70,85,60,50,60,70,70,70
97,50,0,40,20,10,60,50,30,80
60,70,60,97,81,70,85,85,70,85
15,97,85,70,70,30,70,70,50,97
50,15,50,60,55,60,50,60,50,70
50,50,50,60,50,60,50,50,30,60
50,50,50,50,50,50,50,50,50,50
70,85,15,85,15,70,30,15,30,70
10,85,80,85,65,50,75,50,70,90
2,0,0,0,5,40,0,10,90,10
99,20,99,99,99,99,99,99,99,99
50,15,0,50,30,70,50,0,50,50
50,65,40,70,40,50,85,60,50,35
50,50,50,50,50,50,50,85,70,40
70,30,60,85,60,85,15,50,30,40
50,50,50,50,50,50,50,0,50,50
40,70,50,70,40,50,40,30,50,85
0,97,50,70,50,0,97,50,30,97
0,50,50,85,50,50,45,85,50,85
0,0,50,70,30,97,0,0,0,50
99,99,30,60,15,99,99,99,50,50
99,99,99,99,99,99,99,99,99,99
50,85,85,85,40,50,50,50,99,50
40,40,40,50,50,70,30,40,60,80
85,40,50,85,40,70,30,0,70,60
60,50,30,60,30,70,40,15,50,35
50,50,50,50,30,60,15,15,85,50
70,60,60,97,85,50,85,85,60,85
97,0,0,85,10,90,0,0,25,80
90,15,75,85,50,85,40,80,30,65
85,0,50,85,50,70,0,15,40,70
99,99,99,99,99,99,99,99,99,99
93,42,40,65,45,85,15,42,58,70
50,40,30,50,0,70,0,15,50,60
20,80,50,40,40,30,50,55,50,60
40,50,40,50,15,60,15,0,60,70
95,50,50,85,60,95,0,15,70,85
99,99,99,99,99,99,99,99,99,99
97,50,15,85,50,97,0,0,70,70
50,50,50,70,50,50,50,50,50,85
60,70,50,85,70,70,15,60,70,80
97,97,97,97,97,97,97,97,97,97
97,50,0,50,50,80,0,8,50,70
20,50,10,80,50,80,5,10,60,50
35,50,50,70,50,60,50,50,30,50
90,0,50,97,70,50,80,70,90,85
99,99,99,99,99,99,99,99,99,99
0,70,60,50,45,0,30,50,0,70
15,50,30,40,40,15,40,30,0,60
97,0,60,97,85,70,70,70,85,75
50,30,50,97,70,50,50,97,30,85
70,70,70,50,50,70,70,60,60,70
50,50,45,50,45,60,30,25,50,50
97,50,50,85,70,15,50,70,20,70
99,50,50,50,50,97,0,10,75,40
70,97,70,97,50,50,50,70,85,97
85,50,0,97,70,85,0,0,70,85
50,50,85,97,50,50,50,50,50,97
50,50,70,50,50,60,50,85,60,80
50,50,60,85,60,60,70,97,60,97
60,60,60,70,60,60,60,60,60,85
40,10,40,40,30,40,60,70,10,40
0,85,70,50,50,40,85,50,50,85
30,60,30,70,15,40,15,15,0,50
15,70,50,50,50,30,50,85,30,85
97,0,0,97,70,85,0,0,97,75
0,70,50,70,50,15,60,40,0,60
75,75,97,75,75,80,60,60,75,50
15,50,50,50,40,50,40,50,40,50
50,50,70,30,40,50,50,50,15,60
50,85,50,97,85,50,70,50,70,80
15,85,60,50,50,40,55,70,30,50
50,97,97,50,40,50,50,40,0,85
40,40,50,50,40,50,60,15,30,60
10,50,62,50,50,32,72,59,35,65
60,60,85,50,0,85,60,60,50,70
30,70,70,85,50,40,70,40,50,85
95,0,70,97,80,60,97,90,75,70
40,0,0,60,15,15,15,30,0,60
80,80,80,80,80,80,80,80,80,97
60,70,60,60,40,60,50,40,60,50
85,0,0,30,15,85,0,0,50,85
15,50,15,70,40,65,15,80,30,65
50,0,97,97,40,97,40,97,85,70
0,50,99,50,50,50,99,99,50,99
30,50,40,45,40,35,40,40,55,55
0,85,70,70,60,50,70,50,40,70
0,97,70,97,60,30,70,70,40,97
99,99,99,99,99,99,99,99,99,99
0,0,70,97,85,50,0,70,50,60
50,85,40,10,50,45,50,15,50,97
85,70,70,97,30,50,70,30,97,56
60,15,15,40,15,70,30,30,85,50
85,50,15,50,50,85,0,15,97,30
50,0,0,75,75,50,50,75,0,60
99,99,99,99,99,99,99,99,99,99
50,60,85,85,50,30,70,85,15,85
0,50,0,50,30,10,0,5,40,69
50,50,60,60,75,40,65,80,65,70
50,70,50,97,85,70,60,80,70,60
0,50,97,50,50,0,50,97,75,97
95,0,40,85,70,95,0,60,30,70
99,99,99,99,99,99,99,99,99,99
97,0,0,50,20,90,0,0,20,50
60,50,40,97,15,60,50,50,50,70
2,57,51,54,46,10,55,62,25,55
30,50,50,70,50,70,15,50,50,70
15,97,97,97,97,0,97,97,5,97
0,55,55,55,40,10,80,50,40,45
50,50,40,40,40,60,40,40,40,50
90,0,50,95,60,50,50,65,70,40
70,60,70,97,60,97,50,97,60,60
50,50,40,97,85,85,50,40,40,85
30,50,30,50,20,50,20,20,60,50
50,50,50,60,40,50,50,30,60,50
40,85,85,85,85,97,0,0,85,50
99,99,99,99,99,99,99,99,99,99
78,80,62,97,80,40,80,97,70,90
0,80,50,40,15,50,50,50,30,60
40,15,50,60,0,60,30,30,40,15
85,50,30,97,85,30,60,97,15,85
50,50,2,50,30,60,20,30,70,97
30,60,60,60,60,50,50,50,50,60
50,0,30,50,5,85,0,5,40,50
30,50,50,50,50,20,40,60,20,50
60,25,55,97,90,95,15,60,30,97
50,85,70,85,85,50,40,97,30,97
60,50,70,60,50,40,85,70,85,85
50,50,50,50,50,50,50,60,50,70
0,55,85,65,50,30,65,30,40,80
60,50,30,60,35,85,10,45,80,75
60,85,40,60,30,0,60,30,0,85
50,20,50,97,40,50,50,50,50,50
99,99,99,99,99,99,99,99,99,99
30,70,70,70,50,70,50,70,40,40
99,99,99,99,99,99,99,99,99,99
99,99,99,99,99,99,99,99,99,99
85,50,97,97,70,30,97,85,50,85
60,50,50,70,45,70,0,30,70,60
15,86,75,65,55,55,60,35,55,95
50,50,50,50,50,50,60,50,30,85
50,85,50,60,60,97,0,15,70,70
50,50,50,50,50,50,50,50,50,50
50,50,50,85,50,50,50,70,50,50
30,50,50,70,50,40,50,70,40,60
15,50,60,50,50,30,60,40,60,55
50,0,50,70,60,60,50,70,70,50
50,50,50,70,70,50,70,50,50,85
40,40,50,85,97,40,40,40,40,15
85,50,50,85,40,70,30,15,70,85
80,50,30,75,80,80,60,50,15,52
15,60,55,50,30,40,50,55,30,50
70,0,50,60,0,50,50,50,0,30
85,40,15,85,50,50,50,50,50,50
99,99,99,99,99,99,99,99,99,99
50,97,50,97,30,70,50,60,40,50
40,60,60,70,85,40,70,70,30,85
15,50,60,45,50,70,75,80,30,75
0,97,0,97,70,0,85,0,15,90
50,50,50,85,60,50,60,40,70,97
30,70,15,50,15,0,85,60,0,40
0,50,60,50,30,40,60,15,40,60
50,50,50,80,65,30,75,50,40,70
1,50,80,70,75,5,85,70,15,80
40,30,10,50,20,40,20,10,50,50
97,40,30,97,85,60,0,85,60,97
20,95,65,90,85,30,90,55,45,90
50,50,40,97,60,40,50,70,60,97
0,70,60,60,30,40,50,40,60,60
15,80,45,30,2,30,50,50,55,55
50,60,60,70,50,50,70,60,60,50
60,15,15,60,30,85,30,50,40,70
75,97,97,97,97,45,97,45,0,40
50,85,85,85,50,60,85,50,40,97
99,99,99,99,99,99,99,99,99,99
0,50,97,85,70,60,0,0,50,97
70,0,30,50,40,85,0,15,97,30
50,70,50,85,15,70,15,15,85,60
10,97,25,75,76,50,50,20,45,55
15,85,50,97,50,70,60,70,40,50
99,99,99,99,99,99,99,99,99,99
77,5,0,50,30,80,0,22,40,15
97,50,0,60,0,97,0,0,60,60
30,50,0,50,40,50,50,50,30,50
99,99,99,99,99,99,99,99,99,50
15,85,40,97,30,40,0,40,15,85
30,60,60,85,50,60,60,50,97,40
70,60,70,70,60,50,85,70,70,70
40,70,40,85,30,50,50,15,30,40
40,40,40,60,50,60,15,15,60,50
40,0,65,97,85,50,70,85,40,97
97,10,0,75,30,90,25,30,40,70
50,85,50,50,15,50,50,50,0,80
40,97,97,97,85,70,85,85,85,90
60,30,60,50,50,50,60,60,85,0
0,30,50,85,85,40,50,75,85,50
85,85,40,97,50,85,40,0,70,85
99,99,99,99,99,99,99,99,99,99
99,99,99,99,99,99,99,99,99,99
80,40,40,70,30,60,15,0,25,50
70,30,70,85,70,60,60,60,40,75
70,40,50,85,50,50,40,70,50,30
30,75,50,50,50,40,75,60,45,60
50,0,60,50,50,50,50,75,60,50
90,50,75,50,50,90,35,45,60,30
70,50,70,70,40,50,50,50,50,40
40,70,60,70,50,50,60,85,40,85
50,70,50,60,30,50,50,30,40,85
50,85,70,70,50,30,70,50,15,85
50,50,15,50,50,50,30,30,50,50
50,60,60,85,60,50,0,70,15,70
99,99,99,99,99,99,99,99,99,99
90,50,75,97,75,40,80,97,70,60
70,15,30,85,70,85,15,30,50,60
90,85,79,70,70,85,80,85,93,97
0,90,85,97,90,12,87,91,0,50
85,50,0,97,85,85,0,0,85,70
75,45,30,60,45,70,10,35,35,65
0,9,0,50,39,70,40,0,0,99
97,60,30,97,97,97,60,30,97,70
65,97,69,97,97,97,97,35,45,97
30,15,50,70,40,50,15,50,50,70
50,70,60,60,15,50,99,30,40,50
0,50,50,60,60,50,50,50,40,60
1,1,1,1,1,0,1,1,1,30
15,60,40,50,50,40,65,50,45,60
15,15,0,30,0,40,99,15,30,0
50,60,70,85,60,80,60,50,65,70
50,90,0,55,0,50,50,45,0,15
40,60,70,60,50,40,70,70,15,70
50,60,70,70,40,70,50,70,40,70
70,40,60,70,40,70,15,30,70,70
70,0,50,70,30,70,30,15,70,40
0,97,60,97,50,30,85,60,40,70
99,99,99,99,99,99,99,99,99,99
90,0,50,80,85,97,0,75,75,97
50,97,50,97,97,50,50,50,30,50
50,50,40,40,15,50,15,40,50,50
90,0,97,80,90,50,50,80,30,97
5,65,90,60,50,5,75,65,45,90
60,80,97,97,97,0,80,97,15,97
15,85,40,85,40,30,50,30,50,70
80,50,30,50,97,40,90,90,97,97
85,50,40,70,30,40,50,40,40,50
40,60,60,70,60,50,60,50,15,60
99,99,99,99,99,99,99,99,99,99
0,97,85,90,90,5,95,90,50,97
50,40,20,50,30,50,30,0,20,97
60,50,70,70,60,60,50,40,60,50
30,50,51,70,65,15,52,50,50,85
50,30,60,85,40,50,60,60,50,97
0,97,50,85,15,50,15,40,50,70
60,70,80,30,40,60,80,60,50,70
0,70,50,55,50,30,60,60,30,70
40,85,40,97,85,30,30,40,40,97
0,0,0,50,0,0,0,85,0,0
65,15,44,75,20,50,55,25,75,60
40,30,30,60,50,50,50,50,60,85
0,97,0,80,0,0,0,50,0,50
15,50,70,60,60,30,60,80,30,60
50,50,40,85,50,50,20,30,50,70
50,50,50,50,40,50,50,50,30,50
65,45,70,55,50,55,45,30,30,70
0,50,0,50,0,30,15,50,15,15
70,35,60,45,35,75,35,76,45,65
80,80,70,40,50,20,70,50,60,50
85,50,50,50,50,85,0,0,70,97
99,99,99,99,99,99,99,99,99,99
50,0,0,0,0,97,0,50,50,50
15,95,85,85,85,10,95,85,10,85
50,50,40,85,60,50,50,60,85,97
30,80,55,60,55,40,60,40,35,85
40,60,40,70,50,55,40,30,65,50
40,50,60,40,15,60,50,50,0,97
70,15,60,85,50,60,40,50,40,70
15,50,55,50,45,50,50,60,45,50
99,99,99,99,99,99,99,99,99,99
55,50,43,50,47,75,33,23,63,65
0,40,30,50,25,25,50,25,25,50
85,0,15,97,70,85,0,50,60,80
60,80,0,70,40,97,0,0,80,70
99,99,99,99,99,99,99,99,99,99
50,30,40,30,40,50,40,50,20,30
99,99,99,99,99,99,99,99,99,99
70,15,0,50,30,60,40,40,40,60
0,85,60,85,60,50,50,40,40,85
65,65,70,85,40,55,30,7,65,50
50,50,35,52,50,50,55,50,30,65
0,97,50,70,60,50,50,15,15,15
50,50,50,50,40,50,50,50,50,30
85,30,60,85,50,70,40,85,15,70
50,50,50,50,50,50,50,50,50,97
75,75,10,85,75,85,20,50,75,75
85,50,15,70,40,97,0,0,60,60
30,85,60,60,60,40,70,40,50,70
10,70,50,50,45,40,55,50,20,70
50,40,70,70,40,85,60,30,50,50
50,50,50,50,50,50,50,50,50,50
15,75,0,45,45,50,50,55,55,30
50,40,50,85,60,70,50,60,50,70
97,0,0,85,0,97,0,0,0,40
85,70,85,97,97,50,60,97,50,97
0,97,85,97,60,30,97,97,40,75
50,70,70,40,40,50,50,50,50,50
40,30,40,70,30,40,70,40,15,60
99,99,99,99,99,99,99,99,99,99
15,85,70,85,60,0,85,40,0,50
0,1,0,5,0,25,10,0,70,60
50,60,50,50,40,50,50,50,50,40
60,50,40,70,60,70,30,30,70,85
70,70,60,50,50,40,50,60,30,70
55,50,70,60,65,30,50,35,65,35
0,75,97,97,75,30,70,97,50,70
50,70,60,85,70,70,70,85,70,70
50,0,50,0,40,70,0,0,85,50
6,70,70,70,45,50,52,60,60,60
30,60,70,70,70,30,70,70,40,85
30,50,50,60,15,70,0,30,15,50
97,0,50,50,50,70,15,60,50,90
50,50,50,60,40,60,30,50,50,50
0,75,0,60,40,0,60,30,40,60
85,85,85,60,50,70,60,60,60,97
0,75,60,60,30,0,70,50,15,50
40,80,52,62,40,45,55,35,49,85
97,70,0,97,60,70,60,60,40,60
70,85,85,97,70,60,85,85,85,97
0,20,60,60,50,0,70,50,0,95
99,99,99,99,99,99,99,99,99,99
40,50,35,48,39,50,64,50,30,15
99,99,99,99,99,99,99,99,99,99
49,75,30,85,50,0,90,70,0,80
30,50,40,50,50,40,70,90,40,50
50,50,50,50,50,50,50,50,50,60
60,0,15,60,60,85,15,30,30,60
97,90,45,60,50,90,50,40,90,95
80,0,15,70,60,0,0,15,40,50
40,50,85,60,60,50,60,60,50,70
60,40,85,85,60,70,60,85,40,97
70,50,50,85,70,15,85,70,0,85
97,0,40,70,30,85,0,0,70,70
0,97,50,50,0,0,85,50,0,30
50,50,50,50,40,50,50,50,30,50
