"id","country","age","gender","ses","religion","married","education","IGF01","IGF02","IGF03","IGF04","IGI01","IGI02","IGI03","IGI04","OGF01","OGF02","OGF03","OGF04","OGI01","OGI02","OGI03","OGI04","leadership01","leadership02","leadership03","leadership04","leadership05","leadership06","empathic_concern_01","empathic_concern_02","empathic_concern_03","perspective_taking_01","perspective_taking_02","perspective_taking_03","perspective_taking_04","history_discrimination","fight_outgroup","og_host_01","og_host_02","og_coop_01","og_coop_02","NegativeToPositive","HostileToFriendly","SuspiciousToTrusting","ContemptToRespect","ThreatenedToRelaxed","IGFusion","IGIdentification","OGFusion","OGIdentification"
"GMB99","Gambia",49,"Male","Middle","Christian: Catholic","Married","Bachelors",6,7,2,3,6,6,6,6,6,6,6,6,6,5,5,5,6,6,7,6,7,7,6,6,5,6,6,6,6,6,2,2,2,6,2,7,7,7,7,7,4.5,4,6,6
"GMB100","Gambia",32,"Male","Middle","Muslim: Sunni","Married","Bachelors",4,3,4,2,3,4,5,5,3,4,2,2,4,6,6,4,1,6,5,2,4,3,7,7,5,6,6,7,4,7,3,2,2,7,1,2,7,6,6,7,3.25,3,2.75,2.66666666666667
"GMB101","Gambia",40,"Male","Middle","Muslim: Sunni","Married","Bachelors",7,6,4,6,6,6,6,6,6,4,4,4,6,6,6,6,7,7,7,7,6,6,7,1,7,6,6,6,6,7,2,2,1,6,1,7,7,7,7,7,5.75,5.33333333333333,4.5,4
"GMB102","Gambia",50,"Male","Middle","Christian: Other","Married","Diploma",,6,6,6,5,5,6,6,5,,,5,5,5,5,5,2,5,6,6,4,2,6,2,7,7,7,6,6,7,1,1,1,7,1,7,7,7,7,5,,6,,
"GMB103","Gambia",,,,,"Other","Other/unknown",6,7,6,6,6,6,6,6,2,2,2,2,2,2,2,3,6,7,7,6,6,6,6,1,6,7,6,6,6,6,6,2,2,2,2,3,5,5,5,,6.25,6.33333333333333,2,2
"GMB104","Gambia",28,"Female","Lower middle","Muslim: Sunni","Unmarried","High school or less",6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,7,7,7,7,6,6,7,1,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,6,6,5,5
"GMB105","Gambia",34,"Male","Middle","Muslim: Sunni","Married","Bachelors",6,7,2,6,7,6,6,7,2,1,1,1,2,2,2,2,1,6,7,2,2,2,6,6,6,6,6,6,6,6,6,2,3,6,2,5,5,4,5,5,5.25,5,1.25,1
"GMB106","Gambia",24,"Male","Lower middle","Muslim: Sunni","Unmarried","High school or less",7,7,7,7,2,6,6,6,1,2,2,2,2,5,6,2,7,7,6,6,6,7,3,3,7,5,6,6,7,6,7,6,2,6,2,2,2,1,7,1,7,7,1.75,2
"GMB107","Gambia",61,"Male","Upper middle","Muslim: Sunni","Married","High school or less",6,5,5,5,6,6,6,6,3,3,3,3,2,2,2,2,6,6,6,5,5,5,6,6,6,6,6,6,6,6,2,2,2,6,3,5,5,5,7,6,5.25,5,3,3
"GMB108","Gambia",44,"Male","Upper middle","Muslim: Sunni","Married","Bachelors",6,6,5,6,6,6,6,6,3,2,2,2,2,6,2,2,6,6,6,6,6,5,6,6,6,6,6,6,6,6,3,2,2,6,2,3,5,5,6,6,5.75,5.66666666666667,2.25,2
"GMB109","Gambia",37,"Male","Middle","Christian: Catholic","Unmarried","Other/unknown",6,6,6,7,6,7,6,6,7,6,6,6,6,6,4,6,2,1,2,6,6,6,6,6,4,,6,6,6,6,6,4,2,6,2,3,6,6,6,5,6.25,6.33333333333333,6.25,6
"GMB110","Gambia",55,"Male","Upper middle","Muslim: Sunni","Married","High school or less",7,6,6,7,7,7,7,7,5,1,1,1,2,1,1,1,2,6,6,6,6,7,6,7,6,7,6,6,6,7,6,1,2,6,1,4,4,4,5,4,6.5,6.33333333333333,2,1
"GMB111","Gambia",90,"Female","Lower middle","Muslim: Sunni","Other","Other/unknown",7,6,5,6,1,7,6,7,2,1,1,1,2,1,1,1,6,6,6,2,1,7,7,2,6,7,5,6,4,7,3,2,2,6,2,4,5,5,5,7,6,5.66666666666667,1.25,1
"GMB112","Gambia",35,"Male","Lower middle","Muslim: Sunni","Unmarried","High school or less",7,7,7,6,6,7,7,6,4,2,2,2,2,4,1,2,6,6,6,5,6,6,6,6,6,7,5,6,6,6,6,3,2,6,2,4,5,6,5,7,6.75,6.66666666666667,2.5,2
"GMB113","Gambia",55,"Male","Middle","Muslim: Sunni","Married","Other/unknown",6,6,6,6,6,6,6,6,6,,6,2,2,2,5,2,6,6,6,5,3,6,6,6,6,6,6,6,6,6,2,2,2,6,2,7,6,6,7,6,6,6,,
"GMB114","Gambia",70,"Male","Lower middle","Muslim: Sunni","Other","Other/unknown",6,6,5,6,6,7,7,7,7,2,2,2,2,5,4,5,6,6,6,2,6,6,6,6,6,6,6,6,6,6,4,5,2,6,2,4,4,4,6,4,5.75,5.66666666666667,3.25,2
"GMB115","Gambia",,"Male","Middle","Muslim: Sunni","Unmarried","High school or less",7,6,7,6,6,6,7,7,5,2,2,1,2,5,1,2,2,6,6,6,2,6,7,7,6,7,6,6,6,7,4,5,2,7,1,7,6,6,6,7,6.5,6.33333333333333,2.5,1.66666666666667
"GMB116","Gambia",37,"Male","Upper","Christian: Protestant","Married","High school or less",7,7,7,7,6,7,7,7,7,6,2,2,6,6,5,5,6,6,6,6,7,7,7,7,7,7,7,7,7,7,1,5,5,7,1,7,7,7,7,7,7,7,4.25,3.33333333333333
"GMB117","Gambia",32,"Male","Middle","Muslim: Sunni","Married","Bachelors",6,4,4,4,6,6,6,6,2,2,2,2,2,2,2,2,7,7,7,5,5,5,5,5,6,5,5,5,4,5,4,4,4,5,5,5,5,5,5,4,4.5,4,2,2
"GMB118","Gambia",48,"Male","Middle","Muslim: Sunni","Married","High school or less",6,7,2,3,6,6,6,6,6,6,6,6,6,5,5,5,6,6,7,6,7,7,6,6,5,6,6,6,6,6,2,2,2,6,2,7,7,7,7,7,4.5,4,6,6
"GMB119","Gambia",31,"Male","Middle","Muslim: Sunni","Unmarried","Bachelors",7,7,7,4,7,7,,5,3,5,5,7,5,5,5,5,7,6,6,7,7,1,7,7,7,7,7,7,5,4,4,5,4,5,1,2,5,5,6,4,6.25,6,5,5.66666666666667
"GMB120","Gambia",56,"Female","Middle","Muslim: Sunni","Married","High school or less",7,7,4,3,4,4,4,5,4,4,4,4,5,5,5,5,6,6,6,5,5,1,7,7,7,7,7,7,6,5,4,5,1,5,1,2,4,5,6,4,5.25,4.66666666666667,4,4
"GMB121","Gambia",34,"Male","Lower middle","Muslim: Sunni","Unmarried","Bachelors",6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,1,7,7,7,7,7,5,5,5,4,3,1,4,5,5,5,5,5.75,5.66666666666667,5,5
"GMB122","Gambia",41,"Male","Middle","Muslim: Sunni","Married","Bachelors",,5,5,4,2,4,4,4,4,4,4,2,4,4,4,4,7,7,7,7,5,5,7,1,7,7,7,7,7,1,4,4,1,7,1,7,6,7,7,7,,4.66666666666667,3.5,3.33333333333333
"GMB123","Gambia",28,"Male","Middle","Christian: Protestant","Married","Diploma",6,6,6,6,6,6,7,7,2,2,1,1,1,1,1,1,7,5,6,6,6,6,5,6,6,6,6,6,5,6,6,6,6,1,2,3,5,3,3,7,6,6,1.5,1.33333333333333
"GMB124","Gambia",50,"Male","Upper","Muslim: Sunni","Married","Diploma",7,7,7,7,7,7,7,7,6,4,4,3,1,5,5,4,7,7,7,1,1,1,7,7,6,6,5,6,5,7,5,1,1,7,1,7,7,7,7,7,7,7,4.25,3.66666666666667
"GMB125","Gambia",45,"Male","Lower middle","Muslim: Sunni","Married","High school or less",6,6,6,5,6,6,6,5,5,5,4,5,5,5,5,5,7,7,7,7,7,7,7,1,7,7,7,7,7,6,6,6,4,6,1,5,6,,6,6,5.75,5.66666666666667,4.75,4.66666666666667
"GMB126","Gambia",64,"Male","Middle","Muslim: Sunni","Married","High school or less",5,5,4,4,5,6,6,4,5,4,4,4,4,5,6,5,7,7,7,5,2,2,7,7,7,7,7,7,5,4,4,4,4,5,1,7,7,7,7,7,4.5,4.33333333333333,4.25,4
"GMB127","Gambia",29,"Male","Middle",,"Married","High school or less",7,7,,5,7,7,7,7,1,1,1,1,1,1,1,1,7,7,7,5,6,5,7,7,7,7,6,6,6,3,5,5,5,5,1,4,4,4,4,4,,,1,1
"GMB128","Gambia",37,"Male","Middle","Muslim: Sunni","Married","Diploma",6,5,4,4,5,5,5,6,2,2,2,2,2,2,2,2,6,6,5,4,5,4,5,6,5,5,5,6,5,4,3,4,,5,2,5,5,4,6,6,4.75,4.33333333333333,2,2
"GMB129","Gambia",23,"Female","Lower middle","Muslim: Sunni","Unmarried","Diploma",6,5,4,2,6,6,6,6,2,2,2,6,2,2,2,2,5,5,5,4,4,4,5,5,6,6,5,5,5,3,3,3,3,4,3,5,5,5,5,5,4.25,3.66666666666667,3,3.33333333333333
"GMB130","Gambia",24,"Male","Middle","Muslim: Sunni","Unmarried","High school or less",6,5,3,4,5,6,6,5,2,2,2,2,2,2,2,2,6,6,6,5,5,5,6,6,5,7,6,6,6,3,2,2,2,5,3,5,4,4,5,5,4.5,4,2,2
"GMB131","Gambia",39,"Male","Middle","Muslim: Sunni","Married","Other/unknown",7,7,7,7,7,7,7,7,5,1,1,6,1,1,1,1,7,7,7,1,1,1,7,7,7,7,6,7,7,6,7,1,7,7,1,4,,,,,7,7,3.25,2.66666666666667
"GMB132","Gambia",23,"Male","Lower middle","Muslim: Sunni","Unmarried","High school or less",6,4,6,,4,6,6,6,2,2,4,4,2,2,2,2,6,4,6,7,6,7,6,6,6,6,6,7,6,4,6,4,4,2,4,2,2,3,3,4,,,3,3.33333333333333
"GMB133","Gambia",32,"Female","Middle","Muslim: Sunni","Other","Other/unknown",7,7,2,6,7,7,7,7,1,1,1,1,1,1,1,1,1,2,2,2,2,2,7,1,7,7,6,5,6,2,7,7,1,1,1,1,5,5,5,3,5.5,5,1,1
"GMB134","Gambia",26,"Female","Middle","Muslim: Sunni","Married","Other/unknown",4,2,3,5,5,4,4,5,4,4,4,5,5,5,5,7,4,6,5,4,5,1,7,7,7,5,7,7,7,4,4,4,4,4,2,4,3,4,3,3,3.5,3.33333333333333,4.25,4.33333333333333
"GMB135","Gambia",40,"Female","Middle","Muslim: Sunni","Married","Other/unknown",7,7,7,6,7,7,7,,6,4,,,5,5,5,5,7,,7,7,6,6,7,7,7,7,6,6,5,7,2,4,1,5,1,7,7,6,7,7,6.75,6.66666666666667,,
"GMB136","Gambia",31,"Male","Middle","Muslim: Sunni","Unmarried","Bachelors",6,7,4,7,5,6,7,6,4,2,1,1,1,1,1,1,7,7,7,4,7,4,6,7,6,6,6,6,5,6,3,4,2,6,1,4,7,5,7,6,6,6,2,1.33333333333333
"GMB137","Gambia",70,"Male","Upper middle","Muslim: Sunni","Married","High school or less",6,6,6,6,4,5,7,2,7,6,6,5,2,5,2,3,4,7,6,5,6,1,2,5,6,5,7,,7,2,7,5,4,3,1,7,4,4,4,4,6,6,6,5.66666666666667
"GMB138","Gambia",47,"Female","Middle","Christian: Catholic","Married","Diploma",7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,6,4,5,1,2,2,6,7,6,6,6,6,6,6,4,2,2,6,1,2,6,4,4,4,7,7,4,4
"GMB139","Gambia",31,"Male","Lower middle","Christian: Other","Unmarried","Bachelors",7,7,2,7,7,7,7,7,1,1,1,1,1,2,1,1,7,6,6,6,6,6,7,7,7,6,6,6,5,5,6,4,5,6,1,2,6,2,3,7,5.75,5.33333333333333,1,1
"GMB140","Gambia",36,"Male","Middle","Muslim: Sunni","Married","Bachelors",7,7,7,6,6,6,6,7,4,4,3,2,2,1,2,1,1,1,3,1,3,3,4,5,2,6,3,6,4,6,2,4,2,5,2,4,7,4,7,6,6.75,6.66666666666667,3.25,3
"GMB141","Gambia",32,"Female","Upper middle","Muslim: Sunni","Married","Bachelors",1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,3,1,1,1,3,2,7,1,1,2,1,1,1,2,2,2,1,2,2,4,3,1,4,1,1,1.75,1.66666666666667
"GMB142","Gambia",31,"Male","Lower middle","Christian: Other","Unmarried","Bachelors",7,7,4,4,7,7,7,7,5,1,1,1,1,4,2,2,7,6,6,6,7,5,7,7,7,6,6,7,6,6,5,5,1,7,1,4,6,4,7,5,5.5,5,2,1
"GMB143","Gambia",28,"Male","Lower middle","Muslim: Sunni","Unmarried","Certificate",6,,4,4,4,6,2,6,6,2,2,6,4,,,2,2,,,4,,2,7,7,7,7,7,7,7,1,1,1,1,7,2,7,7,7,7,7,,,4,3.33333333333333
"GMB144","Gambia",39,"Male","Middle","Muslim: Sunni","Married","Diploma",7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,7,7,7,4,4,4,7,7,7,7,7,7,7,5,7,4,4,4,2,3,4,4,4,4,7,7,1,1
"GMB145","Gambia",37,"Male",,"Muslim: Sunni","Married","Bachelors",7,7,6,7,5,4,5,5,6,6,5,7,6,5,1,1,1,3,6,3,6,5,7,2,6,7,6,6,2,6,3,7,1,7,1,5,5,6,5,5,6.75,6.66666666666667,6,6
"GMB146","Gambia",42,"Male","Middle","Muslim: Sunni","Married","High school or less",6,6,6,5,6,6,4,7,6,5,,2,5,,2,2,4,2,5,4,5,5,6,6,6,6,6,6,1,6,4,6,2,6,2,5,5,5,5,5,5.75,5.66666666666667,,
"GMB147","Gambia",37,"Male","Middle","Muslim: Sunni","Married","Bachelors",7,7,7,6,6,7,7,6,6,2,3,2,2,5,2,1,7,7,6,4,4,4,7,4,6,6,6,7,6,6,2,4,4,6,2,7,7,6,4,7,6.75,6.66666666666667,3.25,2.33333333333333
"GMB148","Gambia",22,"Female","Middle","Muslim: Sunni","Unmarried","Bachelors",7,7,4,7,6,6,6,7,4,4,1,1,1,5,4,4,6,6,6,7,7,7,6,6,7,6,6,6,4,6,1,1,1,6,1,7,7,4,7,7,6.25,6,2.5,2
"GMB149","Gambia",25,"Female","Middle","Muslim: Sunni","Unmarried","Bachelors",7,7,4,7,1,6,7,7,3,1,1,1,1,1,1,1,6,7,6,7,7,7,6,6,6,2,6,7,5,2,6,1,2,3,1,1,2,3,4,4,6.25,6,1.5,1
"GMB150","Gambia",36,"Male","Middle","Muslim: Sunni","Married","High school or less",7,7,6,7,6,6,6,2,6,5,5,6,6,6,,3,7,7,7,2,2,2,7,7,7,7,7,7,5,6,6,1,3,7,2,4,5,6,6,7,6.75,6.66666666666667,5.5,5.33333333333333
"GMB151","Gambia",21,"Male",,,"Other","Other/unknown",5,5,5,5,6,7,7,7,2,2,2,2,2,3,3,2,6,6,5,5,5,5,6,6,7,5,6,5,2,5,4,4,6,,4,1,3,2,5,3,5,5,2,2
"GMB152","Gambia",46,"Female","Lower middle","Muslim: Sunni","Married","Masters or above",7,6,6,7,7,6,6,7,1,1,1,1,2,3,1,1,7,5,6,3,6,2,7,1,6,4,5,3,2,4,4,5,4,3,1,5,5,4,4,4,6.5,6.33333333333333,1,1
"GMB153","Gambia",49,"Male","Middle","Muslim: Sunni","Unmarried","Diploma",6,7,2,3,6,6,6,6,6,6,6,6,6,5,5,5,6,6,7,6,7,7,6,6,5,6,6,6,6,6,2,2,2,6,2,7,7,7,7,7,4.5,4,6,6
"GMB154","Gambia",41,"Male","Middle","Muslim: Sunni","Married","High school or less",6,5,5,4,6,6,6,6,5,5,5,5,5,5,5,2,5,5,5,5,1,1,7,7,7,7,7,7,7,4,4,4,4,4,1,2,3,4,4,5,5,4.66666666666667,5,5
"GMB155","Gambia",41,"Female","Middle","Muslim: Sunni","Married","High school or less",3,1,1,4,5,5,5,5,5,1,1,1,1,1,1,2,6,5,5,6,1,1,7,7,7,7,7,7,7,5,5,5,5,5,1,7,5,2,3,3,2.25,2,2,1
"GMB156","Gambia",39,"Male","Middle","Muslim: Sunni","Married","Bachelors",5,5,3,4,5,5,1,1,4,4,5,5,4,4,4,1,6,5,5,5,1,4,7,7,7,7,7,7,5,5,4,5,5,1,2,3,4,3,5,3,4.25,4,4.5,4.66666666666667
"GMB157","Gambia",,"Female","Middle","Muslim: Sunni","Unmarried","High school or less",6,5,4,5,5,4,6,7,2,1,2,2,5,2,2,2,6,6,6,5,4,5,6,7,6,6,6,6,6,2,2,2,2,2,1,4,5,4,5,4,5,4.66666666666667,1.75,1.66666666666667
"GMB158","Gambia",20,"Male","Middle","Muslim: Sunni","Unmarried","High school or less",7,7,6,7,7,6,7,7,4,2,2,7,2,4,3,2,5,4,6,4,4,3,6,7,7,4,6,7,5,2,1,1,1,2,1,7,7,6,7,7,6.75,6.66666666666667,3.75,3.66666666666667
"GMB159","Gambia",24,"Female","Upper middle","Muslim: Sunni","Married","High school or less",7,7,7,5,6,5,5,7,1,1,2,1,2,1,1,1,7,7,7,1,1,1,7,6,5,6,7,3,2,1,7,1,7,1,1,1,3,1,4,1,6.5,6.33333333333333,1.25,1.33333333333333
"GMB160","Gambia",47,"Male","Middle","Muslim: Sunni","Married","High school or less",6,5,4,2,6,6,6,6,2,2,2,2,3,3,3,3,6,6,6,6,6,6,5,5,4,5,5,5,5,6,4,3,3,7,2,7,7,4,7,5,4.25,3.66666666666667,2,2
"GMB161","Gambia",26,"Male","Upper middle","Muslim: Sunni","Unmarried","Bachelors",7,6,5,6,6,7,7,5,4,4,4,1,2,2,2,1,7,2,2,2,2,2,7,2,7,5,7,4,3,6,4,5,4,4,5,3,4,1,5,4,6,5.66666666666667,3.25,3
"GMB162","Gambia",65,"Male","Upper","Muslim: Sunni","Married","Other/unknown",7,7,7,7,7,6,6,7,3,2,1,1,2,3,2,1,7,6,7,1,3,1,7,7,7,3,6,6,4,7,5,2,2,6,3,2,5,2,5,5,7,7,1.75,1.33333333333333
"GMB163","Gambia",,"Male","Upper middle","Muslim: Sunni","Unmarried","High school or less",7,7,5,5,7,7,7,7,3,3,2,1,3,3,3,3,7,3,4,2,7,6,7,2,7,5,7,3,1,1,4,6,3,7,2,7,6,7,7,6,6,5.66666666666667,2.25,2
"GMB164","Gambia",35,"Female","Upper middle","Muslim: Sunni","Married","No schooling",7,7,7,7,7,6,6,7,3,2,1,2,1,4,3,1,7,2,4,6,7,7,7,3,6,2,6,7,6,4,4,6,7,5,1,2,3,2,4,3,7,7,2,1.66666666666667
"GMB165","Gambia",49,"Male","Middle","Muslim: Sunni","Married","High school or less",4,3,3,4,4,5,4,4,6,5,2,4,4,3,2,5,4,6,2,7,2,6,6,7,7,7,7,7,7,7,4,7,7,5,7,4,4,3,5,6,3.5,3.33333333333333,4.25,3.66666666666667
"GMB166","Gambia",27,"Male","Lower middle","Muslim: Sunni","Other","High school or less",5,1,1,5,1,1,1,1,5,1,1,1,1,1,1,1,7,5,5,5,5,1,7,7,7,7,7,7,7,5,5,5,5,5,2,4,5,5,4,4,3,2.33333333333333,2,1
"GMB167","Gambia",34,"Male","Middle","Muslim: Sunni","Married","Diploma",6,,3,6,6,6,6,6,6,6,6,6,6,5,5,5,6,6,7,6,7,7,6,6,5,6,6,6,6,6,2,2,2,6,2,7,7,7,7,7,,,6,6
"GMB168","Gambia",48,"Male","Middle","Muslim: Sunni","Married","Diploma",6,7,2,3,6,6,6,6,6,6,6,6,6,5,5,5,6,6,7,6,7,7,6,6,5,6,6,6,6,6,2,2,2,6,2,7,7,7,7,7,4.5,4,6,6
"GMB169","Gambia",69,"Male","Middle","Muslim: Sunni","Married","Bachelors",5,2,2,4,4,5,5,5,4,2,4,4,6,6,6,4,6,7,6,6,6,6,7,1,7,7,7,7,7,6,4,5,1,4,1,4,5,3,5,6,3.25,2.66666666666667,3.5,3.33333333333333
"GMB170","Gambia",,"Male","Middle","Muslim: Sunni","Married","Bachelors",7,7,1,1,7,6,7,4,2,4,4,4,5,5,5,5,7,5,5,1,1,1,7,1,7,7,7,7,7,4,4,4,4,4,1,1,2,3,3,3,4,3,3.5,4
"GMB171","Gambia",45,"Male","Middle","Muslim: Sunni","Married","High school or less",7,7,1,1,6,6,6,5,4,7,7,6,5,5,5,5,5,5,5,5,5,5,7,1,7,7,7,7,,7,4,7,5,5,1,1,1,2,3,4,4,3,6,6.66666666666667
"GMB172","Gambia",59,"Male","Middle","Christian: Catholic","Married","Bachelors",7,7,4,5,2,2,7,7,5,2,2,2,4,4,4,4,5,5,5,1,5,1,7,1,7,7,7,7,7,5,5,5,5,5,5,1,2,3,4,4,5.75,5.33333333333333,2.75,2
"GMB173","Gambia",54,"Male","Middle","Muslim: Sunni","Married","High school or less",5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,2,5,5,5,1,1,1,7,1,7,7,7,7,7,5,5,5,5,5,5,3,3,3,3,3,5,5,4,4
"GMB174","Gambia",26,"Female","Middle","Muslim: Sunni","Unmarried","Diploma",6,6,4,4,6,6,5,6,1,1,,4,2,2,2,2,7,3,5,2,3,4,7,7,7,6,6,5,4,2,2,2,2,6,1,5,6,6,7,7,5,4.66666666666667,,
"GMB175","Gambia",20,"Male","Middle",,"Unmarried","High school or less",6,7,3,6,5,6,6,7,2,1,2,3,2,1,1,1,6,6,5,7,6,6,5,6,6,4,5,6,5,2,6,1,4,2,6,3,4,2,6,3,5.5,5.33333333333333,2,2
"GMB176","Gambia",28,"Male","Upper middle","Muslim: Sunni","Married","High school or less",7,7,6,7,7,6,5,7,1,2,2,1,1,2,2,1,7,2,6,5,3,3,7,5,5,2,1,6,1,5,7,7,6,6,1,1,3,2,3,3,6.75,6.66666666666667,1.5,1.66666666666667
"GMB177","Gambia",62,"Male","Upper middle","Muslim: Sunni","Married","Masters or above",7,7,6,7,,6,7,7,1,1,1,6,2,2,1,1,7,7,6,3,2,4,7,6,5,7,7,5,6,4,4,4,2,3,2,4,5,4,6,6,6.75,6.66666666666667,2.25,2.66666666666667
"GMB178","Gambia",28,"Female","Middle","Muslim: Sunni","Unmarried","High school or less",6,5,2,,6,5,7,,2,,1,2,1,2,2,3,7,5,6,1,2,2,7,6,6,6,5,7,6,4,5,6,4,4,2,3,6,5,2,4,,,,
"GMB179","Gambia",24,"Female","Middle","Muslim: Sunni","Unmarried","Diploma",7,7,6,2,6,7,7,7,2,2,1,1,1,1,2,1,7,7,6,7,5,2,7,7,7,7,6,5,7,6,7,2,3,6,1,5,6,3,5,1,5.5,5,1.5,1.33333333333333
"GMB180","Gambia",24,"Male","Middle","Muslim: Sunni","Unmarried","Bachelors",7,6,6,7,6,6,7,7,4,2,2,2,1,1,1,1,6,7,7,7,3,6,6,4,7,6,7,7,6,6,6,2,1,6,1,5,5,5,5,7,6.5,6.33333333333333,2.5,2
"GMB181","Gambia",35,"Female","Middle","Muslim: Sunni","Married","High school or less",7,7,2,7,7,7,6,6,,1,1,1,1,1,4,1,7,7,6,6,1,1,7,7,7,1,6,6,5,6,4,4,2,6,1,4,4,4,7,7,5.75,5.33333333333333,,1
"GMB182","Gambia",51,"Male","Lower middle","Muslim: Sunni","Married","Bachelors",6,4,4,1,1,6,4,4,,1,,1,4,1,6,1,6,6,6,,4,7,7,1,7,3,3,7,5,6,4,1,4,6,6,7,7,7,7,7,3.75,3,,
"GMB183","Gambia",53,"Male","Upper middle","Muslim: Sunni","Married","Certificate",7,7,7,7,7,7,6,7,2,1,1,1,2,2,2,1,6,2,4,6,7,6,7,6,5,7,7,6,7,5,7,4,6,5,2,3,3,3,4,5,7,7,1.25,1
"GMB184","Gambia",18,"Female","Upper","Muslim: Sunni","Unmarried","High school or less",7,6,,7,6,6,5,5,6,2,2,6,2,5,,2,1,7,7,6,5,7,2,2,7,7,6,6,6,6,1,2,1,1,1,4,1,3,4,5,,,4,3.33333333333333
"GMB185","Gambia",21,"Male","Lower middle","Christian: Catholic","Unmarried","High school or less",6,4,6,6,7,7,6,6,4,6,2,2,4,4,6,4,4,6,7,7,1,2,4,7,6,1,6,7,4,6,4,1,4,6,1,7,7,7,7,7,5.5,5.33333333333333,3.5,3.33333333333333
"GMB186","Gambia",30,"Male","Lower middle","Muslim: Other","Unmarried","Certificate",7,7,6,6,6,7,7,7,1,2,1,2,2,5,2,2,6,6,6,6,6,6,7,7,5,6,6,6,6,6,1,4,2,7,1,7,6,5,5,7,6.5,6.33333333333333,1.5,1.66666666666667
"GMB187","Gambia",26,,"Middle","Muslim: Sunni","Married","Bachelors",7,7,4,4,4,7,7,7,7,7,4,4,4,1,4,1,7,7,7,1,2,1,7,1,7,7,1,4,6,4,4,4,4,4,4,4,4,4,4,4,5.5,5,5.5,5
"GMB188","Gambia",30,"Male","Lower middle","Muslim: Other","Unmarried","Bachelors",7,7,6,6,6,7,7,7,1,2,1,2,2,5,2,2,6,6,6,6,6,6,7,7,5,6,6,6,6,6,1,4,2,7,1,7,6,5,5,7,6.5,6.33333333333333,1.5,1.66666666666667
"GMB189","Gambia",32,"Male","Middle","Muslim: Sunni","Married","Bachelors",6,7,5,6,6,7,7,7,7,2,1,3,2,2,3,1,2,7,4,6,3,2,7,7,6,7,5,6,5,6,4,5,1,7,1,5,5,7,6,5,6,6,3.25,2
"GMB190","Gambia",40,"Male","Middle","Muslim: Sunni","Married","Other/unknown",6,6,5,6,6,7,7,7,1,2,2,2,2,2,1,1,7,5,5,7,6,5,7,6,6,7,6,7,,7,4,4,1,6,1,7,7,7,7,7,5.75,5.66666666666667,1.75,2
"GMB191","Gambia",31,"Male","Middle","Muslim: Sunni","Unmarried","Bachelors",6,4,5,5,7,7,7,7,6,5,5,7,6,6,4,5,7,7,7,6,1,7,5,6,7,4,7,7,7,7,4,2,2,7,1,5,6,5,7,5,5,4.66666666666667,5.75,5.66666666666667
"GMB192","Gambia",25,"Male","Lower middle","Muslim: Sunni","Unmarried","Bachelors",4,2,1,4,4,4,7,7,4,1,4,5,1,1,1,1,7,7,7,7,7,7,7,7,1,1,2,7,,7,1,1,1,7,1,4,6,6,3,5,2.75,2.33333333333333,3.5,3.33333333333333
"GMB193","Gambia",24,"Male","Middle","Muslim: Sunni","Unmarried","Diploma",7,6,6,6,7,7,7,7,6,4,6,7,2,6,6,2,7,7,7,2,2,1,7,1,7,7,7,7,4,6,1,1,1,6,1,7,7,5,4,6,6.25,6,5.75,5.66666666666667
"GMB194","Gambia",29,"Male","Middle","Muslim: Sunni","Unmarried","Bachelors",6,6,6,6,6,6,6,6,5,4,2,2,2,2,2,2,7,6,6,7,5,7,7,7,7,7,7,7,7,4,1,4,1,4,1,4,4,4,4,4,6,6,3.25,2.66666666666667
"GMB195","Gambia",24,"Female","Middle","Muslim: Sunni","Unmarried","Diploma",7,6,2,6,6,2,6,6,4,1,1,2,1,2,4,1,1,6,6,4,6,4,7,7,6,6,6,6,4,4,1,3,1,4,1,5,4,4,3,4,5.25,4.66666666666667,2,1.33333333333333
"GMB196","Gambia",49,"Male","Middle","Muslim: Sunni","Married","Bachelors",6,6,6,6,6,6,6,,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,1,7,7,7,7,7,6,6,6,2,6,1,7,7,7,7,7,6,6,5,5
"GMB197","Gambia",25,"Male","Middle","Muslim: Sunni","Married","Bachelors",6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,1,7,7,7,7,6,6,6,6,6,6,1,7,7,7,7,7,6,6,5,5
"GMB198","Gambia",39,"Male","Middle","Muslim: Sunni","Married","Bachelors",5,4,5,6,6,6,6,6,2,1,1,2,2,4,2,2,1,6,6,1,2,1,1,7,6,6,7,6,6,6,5,4,2,5,1,7,5,5,7,5,5,5,1.5,1.33333333333333
"GMB199","Gambia",28,"Male","Middle","Muslim: Sunni","Unmarried","Bachelors",6,3,6,6,6,6,7,7,7,4,6,6,4,5,5,5,6,7,7,1,2,2,6,7,6,6,5,6,5,7,2,3,1,7,1,7,7,7,7,7,5.25,5,5.75,5.33333333333333
